27.7636766512,-80.4039881064,green,0.500000
27.7636707767,-80.4041945456,green,0.500000
27.7637856653,-80.4044602129,green,0.500000
27.7637841708,-80.4047042866,green,0.500000
27.7635776773,-80.4046861484,green,0.500000
27.7632882066,-80.400019643,green,0.500000
27.7636378012,-80.4048739131,green,0.500000
27.7633119499,-80.404989716,green,0.500000
27.763313527,-80.4052506865,green,0.500000
27.763313527,-80.4052506865,green,0.500000
27.7634857221,-80.4058338046,green,0.500000
27.7634866822,-80.4060614508,green,0.500000
27.7635282835,-80.4063332643,green,0.500000
27.7633115375,-80.4064210164,green,0.500000
27.7633143162,-80.4067301024,green,0.500000
27.7633147423,-80.4069276675,green,0.500000
27.7633151891,-80.4071347891,green,0.500000
27.7633156458,-80.4073464618,green,0.500000
27.7633160795,-80.4075475199,green,0.500000
27.7633164934,-80.4077394562,green,0.500000
27.7633168809,-80.4079190661,green,0.500000
27.7633173377,-80.4081308265,green,0.500000
27.7633177541,-80.4083238414,green,0.500000
27.763318174,-80.4085185407,green,0.500000
27.7633185977,-80.4087149861,green,0.500000
27.7633190245,-80.408912753,green,0.500000
27.7633194433,-80.409106914,green,0.500000
27.7633200334,-80.4093052237,green,0.500000
27.7633205637,-80.409509535,green,0.500000
27.763321099,-80.4097158437,green,0.500000
27.7633216471,-80.4099270262,green,0.500000
27.7633220617,-80.4100867679,green,0.500000
27.7633222998,-80.4103641639,green,0.500000
27.7633234596,-80.4105044142,green,0.500000
27.7633209683,-80.4107808646,green,0.500000
27.7633207894,-80.4109763294,green,0.500000
27.7633206049,-80.4111776427,green,0.500000
27.7633204012,-80.411399978,green,0.500000
27.7633202096,-80.4116093238,green,0.500000
27.7633151999,-80.4118165455,green,0.500000
27.7633034536,-80.4120291318,green,0.500000
27.7632773555,-80.4122237071,green,0.500000
27.7632363325,-80.4124383871,green,0.500000
27.7631940784,-80.4126427241,green,0.500000
27.7631332036,-80.4128123076,green,0.500000
27.7630740223,-80.4129968035,green,0.500000
27.7629968477,-80.4131635619,green,0.500000
27.7628186917,-80.4134903158,green,0.500000
27.7628186917,-80.4134903158,green,0.500000
27.7626189388,-80.4138142227,green,0.500000
27.7626189388,-80.4138142227,green,0.500000
27.7625115413,-80.4139569384,green,0.500000
27.7624031249,-80.4141084752,green,0.500000
27.7623006921,-80.4142424451,green,0.500000
