27.7528014969,-80.3988209153,blue
27.7528764859,-80.3987053396,blue
27.752922336,-80.3985847047,green
27.7527329689,-80.3988167463,green
27.7527979964,-80.398809804,green
27.7526336583,-80.3987082002,green
27.7527215781,-80.3987224638,green
27.75279988,-80.3988223596,green
27.7528119967,-80.3989497687,green
27.7528642813,-80.3990711685,green
27.7529560965,-80.3991291689,green
27.7530816801,-80.3990433262,green
27.7531808419,-80.3988849143,green
27.7533022443,-80.398824446,green
27.7534408853,-80.3988648955,green
27.7535807922,-80.3988264425,green
27.7536615,-80.3988078849,green
27.7537057622,-80.3987739023,green
27.7537848579,-80.3984711753,green
27.7537941104,-80.3982775039,green
27.7538031671,-80.3981216211,green
27.7538129938,-80.3979914803,green
27.7538309648,-80.397876003,green
27.7538866653,-80.3976841697,green
27.7539664009,-80.3975192853,green
27.7540882684,-80.3973524612,green
27.7541277096,-80.3973025437,green
27.7541855362,-80.3972293336,green
27.7543347461,-80.3970898706,green
27.7544093772,-80.3970126336,green
27.7544436384,-80.396973933,green
27.7545470959,-80.3968465613,green
27.7546207714,-80.3967057181,green
27.7546590423,-80.3966056493,green
27.754704673,-80.3964192941,green
27.7547150176,-80.3963791713,green
27.7547479272,-80.3961431568,green
27.7547332573,-80.3960195688,green
27.7547123622,-80.3958781357,green
27.754690697,-80.3957324108,green
27.7546641501,-80.3955756895,green
27.7546488462,-80.3954902133,green
27.7546322697,-80.3953977604,green
27.7545960968,-80.3952404387,green
27.7545651821,-80.3951302996,green
27.7545344276,-80.3950266954,green
27.7544789571,-80.3948589981,green
27.7544212791,-80.3945779427,green
27.754428806,-80.3944104136,green
27.7545033782,-80.3942766854,green
27.7545479616,-80.3941721867,green
27.7545840754,-80.3940532224,green
27.754606581,-80.3936797448,green
27.7546002906,-80.3936452354,green
27.7546120211,-80.3934241972,green
27.754874693,-80.3933485667,blue
27.7629620664,-80.3982105923,blue
27.763095313,-80.3983004688,blue
27.8231396713,-80.4719527067,blue
27.8230558759,-80.4719327336,green
27.8321171607,-80.478730372,green
27.8320585142,-80.4787272706,green
27.7989768642,-80.461203554,green
27.7989768642,-80.461203554,green
27.7984761919,-80.461023374,green
27.7984191569,-80.4609077918,green
27.798135605,-80.4607347396,green
27.7980372963,-80.4607026444,green
27.7978320631,-80.4605998286,green
27.797665949,-80.4604910041,green
27.7974752319,-80.4603941465,green
27.7972890612,-80.4602951962,green
27.7971095152,-80.4602001473,green
27.796930845,-80.4601027725,green
27.7967693718,-80.4600160834,green
27.7965929936,-80.4599306259,green
27.796413184,-80.4598414801,green
27.7962270068,-80.4597404087,green
27.7960565993,-80.4596477777,green
27.7958600949,-80.4595409747,green
27.7956888609,-80.4594478906,green
27.7954948703,-80.4593424509,green
27.7954948703,-80.4593424509,green
27.7954948703,-80.4593424509,green
27.7954948703,-80.4593424509,green
27.794775614,-80.4589560716,green
27.7945901311,-80.4588531681,green
27.7944107556,-80.4587536696,green
27.7942638711,-80.4586721614,green
27.7940717906,-80.4585884437,green
27.7938752477,-80.4584715045,green
27.7936646367,-80.458354854,green
27.7934590623,-80.4582449994,green
27.79327829,-80.4581433289,green
27.7931024694,-80.458038436,green
27.7929111062,-80.4579323889,green
27.7927339205,-80.4578291426,green
27.7925566267,-80.4577423139,green
27.7923813255,-80.4576594139,green
27.7921847874,-80.4575541542,green
27.7919767209,-80.4574482791,green
27.7917885413,-80.4573456681,green
27.7916332029,-80.4572604914,green
27.7914559334,-80.4571685057,green
27.7912809624,-80.4570687773,green
27.7911052083,-80.4569728039,green
27.7909020455,-80.45686187,green
27.7907093042,-80.4567576927,green
27.7905174265,-80.4566598221,green
27.7903410527,-80.4565655289,green
27.7901844143,-80.4564858427,green
27.7900200256,-80.456392254,green
27.7898442966,-80.4562977122,green
27.7896573224,-80.4561921756,green
27.7894788016,-80.4560888425,green
27.7893029738,-80.4559904266,green
27.789124423,-80.4559033673,green
27.7889485782,-80.455810492,green
27.7887657411,-80.4557195466,green
27.7885852192,-80.4556219997,green
27.7884153276,-80.4555278963,green
27.7882436832,-80.4554340473,green
27.788068075,-80.455338043,green
27.7879131118,-80.455253306,green
27.7877416012,-80.4551595363,green
27.7875662818,-80.4550644739,green
27.7873877248,-80.4549673355,green
27.7872110883,-80.454863527,green
27.7870260567,-80.4547558861,green
27.7868520317,-80.4546598561,green
27.7866718261,-80.4545722322,green
27.786510183,-80.4544751924,green
27.7863394904,-80.4543855745,green
27.7861596468,-80.4542809296,green
27.7859840198,-80.4541952078,green
27.7858134833,-80.4540996259,green
27.785640764,-80.4540023666,green
27.7854704248,-80.4539112717,green
27.7853064917,-80.4538370121,green
27.7851372474,-80.4537450144,green
27.7849738721,-80.4536595159,green
27.7848077635,-80.4535696609,green
27.784656043,-80.45348753,green
27.784482895,-80.4533922835,green
27.7843185416,-80.4533018417,green
27.7840467868,-80.4531526056,green
27.7839829564,-80.4531183749,green
27.7838371258,-80.4530389329,green
27.7836658721,-80.4529470953,green
27.783488633,-80.4528511891,green
27.7833029875,-80.4527534605,green
27.7831345573,-80.4526636861,green
27.7829619328,-80.4525716765,green
27.7827736356,-80.4524700975,green
27.7826158603,-80.4523834566,green
27.7824523295,-80.4522878562,green
27.7822875198,-80.4522026618,green
27.7821219793,-80.4521106774,green
27.7819533403,-80.4520183576,green
27.7817772025,-80.4519263616,green
27.7816011066,-80.4518238747,green
27.7814202926,-80.4517298677,green
27.7812520906,-80.4516417109,green
27.7810635587,-80.4515419995,green
27.7808912685,-80.4514484797,green
27.7807128976,-80.4513484909,green
27.7805378687,-80.4512582999,green
27.7803651721,-80.4511654931,green
27.7801886247,-80.4510703027,green
27.7800328247,-80.4509863693,green
27.7797705755,-80.4508453436,green
27.7797705755,-80.4508453436,green
27.7797705755,-80.4508453436,green
27.7792600813,-80.450566667,green
27.7791438112,-80.4504924075,green
27.778961512,-80.4503884039,green
27.7787969278,-80.4502950074,green
27.7786550658,-80.4502087681,green
27.7784267918,-80.4500963928,green
27.7782280832,-80.4499908104,green
27.7780993229,-80.4499185938,green
27.7778817709,-80.4498073681,green
27.7776929465,-80.4497058149,green
27.7775178058,-80.4496032229,green
27.7773453269,-80.4495092422,green
27.7771707011,-80.4494168217,green
27.7770006006,-80.449322202,green
27.7768371125,-80.4492324299,green
27.7766681771,-80.4491453098,green
