27.7515855896,-80.4010565903,blue,0.500000
27.7527353187,-80.4008298057,blue,0.500000
27.753289404,-80.4008153315,blue,0.500000
27.753801045,-80.4006063713,blue,0.500000
27.7541537015,-80.4005985909,blue,0.500000
27.7538441053,-80.4005990477,blue,0.500000
27.7536307401,-80.4006617514,blue,0.500000
27.7534491456,-80.4007291649,blue,0.500000
27.7533547758,-80.4006927118,blue,0.500000
27.7532827407,-80.400805912,blue,0.500000
27.7534256475,-80.4007806229,blue,0.500000
27.7536092614,-80.4008788053,blue,0.500000
27.7536166024,-80.4006264852,blue,0.500000
27.7537169151,-80.4005603574,blue,0.500000
27.753655897,-80.4006531416,blue,0.500000
27.7536888672,-80.4007541685,blue,0.500000
27.7536321897,-80.4006311589,blue,0.500000
27.7538021554,-80.4005394559,blue,0.500000
27.7537412308,-80.4003496518,blue,0.500000
27.7538828623,-80.4000625884,blue,0.500000
27.7537479396,-80.3997188037,blue,0.500000
27.7536504501,-80.3997381207,blue,0.500000
27.7536249243,-80.3996100816,blue,0.500000
27.7536782116,-80.399754611,blue,0.500000
27.7537403141,-80.3998466034,blue,0.500000
27.7534298648,-80.3995712194,blue,0.500000
27.7537979337,-80.3995166986,blue,0.500000
27.753824153,-80.3996292604,blue,0.500000
27.7537418699,-80.3993397048,blue,0.500000
27.7538293889,-80.3994175632,blue,0.500000
27.7536560305,-80.399233127,blue,0.500000
27.7536375167,-80.3992514831,blue,0.500000
27.7537370847,-80.3989244333,blue,0.500000
27.7537033717,-80.3986853845,blue,0.500000
27.7536347962,-80.3988011313,blue,0.500000
27.7536142977,-80.3989525067,blue,0.500000
27.7536208369,-80.3990792216,blue,0.500000
27.7534986871,-80.3990842138,blue,0.500000
27.7534924718,-80.3989543305,blue,0.500000
27.7534018959,-80.3990831196,blue,0.500000
27.7532944158,-80.3990854806,blue,0.500000
27.7531109816,-80.3990748255,blue,0.500000
27.7529928585,-80.3990637899,blue,0.500000
27.7529731508,-80.3989959479,blue,0.500000
27.7529548485,-80.3989267384,blue,0.500000
